Period,Level,Region,ICB,Org Code,Org Name,Metric,Type,Value
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,Dartford and Gravesham NHS Trust,Adult critical care occupancy rate,Type 1,0.906
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,Medway NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.737
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,East Kent Hospitals University NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.545
01/07/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,Maidstone and Tunbridge Wells NHS Trust,Adult critical care occupancy rate,Type 1,0.499
01/07/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RA2,Royal Surrey County Hospital NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.933
01/07/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.924
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RTP,Surrey and Sussex Healthcare NHS Trust,Adult critical care occupancy rate,Type 1,0.843
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RPC,Queen Victoria Hospital NHS Foundation Trust,Adult critical care occupancy rate,Other,0.516
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RXC,East Sussex Healthcare NHS Trust,Adult critical care occupancy rate,Type 1,0.54
01/07/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RYR,University Hospitals Sussex NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.901
01/07/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,Royal United Hospitals Bath NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.726
01/07/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,Great Western Hospitals NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.591
01/07/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,Salisbury NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.768
01/07/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.937
01/07/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RVJ,North Bristol NHS Trust,Adult critical care occupancy rate,Type 1,0.707
01/07/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,Royal Cornwall Hospitals NHS Trust,Adult critical care occupancy rate,Type 1,0.701
01/07/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,Torbay and South Devon NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.632
01/07/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,Royal Devon University Healthcare NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.426
01/07/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,RK9,University Hospitals Plymouth NHS Trust,Adult critical care occupancy rate,Type 1,0.659
01/07/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,University Hospitals Dorset NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.787
01/07/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,Dorset County Hospital NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.962
01/07/2025,Provider,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,Gloucestershire Hospitals NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.688
01/07/2025,Provider,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,Somerset NHS Foundation Trust,Adult critical care occupancy rate,Type 1,0.677
01/07/2025,National,[z],[z],ENG,England,Paediatric intensive care beds available,Type 1,314
01/07/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,Paediatric intensive care beds available,Type 1,14
01/07/2025,Region,LONDON,[z],Y56,London,Paediatric intensive care beds available,Type 1,82
01/07/2025,Region,MIDLANDS,[z],Y60,Midlands,Paediatric intensive care beds available,Type 1,64
01/07/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,Paediatric intensive care beds available,Type 1,50
01/07/2025,Region,NORTH WEST,[z],Y62,North West,Paediatric intensive care beds available,Type 1,55
01/07/2025,Region,SOUTH EAST,[z],Y59,South East,Paediatric intensive care beds available,Type 1,31
01/07/2025,Region,SOUTH WEST,[z],Y58,South West,Paediatric intensive care beds available,Type 1,18
01/07/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",Paediatric intensive care beds available,Type 1,1529
01/07/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,Paediatric intensive care beds available,Type 1,2171
01/07/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,Paediatric intensive care beds available,Type 1,1639
01/07/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,Paediatric intensive care beds available,Type 1,1710
01/07/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,Paediatric intensive care beds available,Type 1,1815
01/07/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,Paediatric intensive care beds available,Type 1,1645
01/07/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,Paediatric intensive care beds available,Type 1,2856
01/07/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,Paediatric intensive care beds available,Type 1,2827
01/07/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,Paediatric intensive care beds available,Type 1,3104
01/07/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,Paediatric intensive care beds available,Type 1,3488
01/07/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,Paediatric intensive care beds available,Type 1,2399
01/07/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,Paediatric intensive care beds available,Type 1,2832
01/07/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,Paediatric intensive care beds available,Type 1,2548
01/07/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,Paediatric intensive care beds available,Type 1,1752
01/07/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,Paediatric intensive care beds available,Type 1,1942
01/07/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,Paediatric intensive care beds available,Type 1,1157
01/07/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",Paediatric intensive care beds available,Type 1,1720
01/07/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,Paediatric intensive care beds available,Type 1,974
01/07/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,Paediatric intensive care beds available,Type 1,1208
01/07/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,Paediatric intensive care beds available,Type 1,2338
01/07/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",Paediatric intensive care beds available,Type 1,931
01/07/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,Paediatric intensive care beds available,Type 1,1388
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,Paediatric intensive care beds available,Type 1,2881
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,Paediatric intensive care beds available,Type 1,6579
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,Paediatric intensive care beds available,Type 1,3203
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,Paediatric intensive care beds available,Type 1,4401
01/07/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,Paediatric intensive care beds available,Type 1,5838
01/07/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,Paediatric intensive care beds available,Type 1,5894
01/07/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,Paediatric intensive care beds available,Type 1,2899
01/07/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Paediatric intensive care beds available,Type 1,1988
01/07/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,Paediatric intensive care beds available,Type 1,1208
01/07/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,Paediatric intensive care beds available,Type 1,3176
01/07/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,Paediatric intensive care beds available,Type 1,2809
01/07/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,Paediatric intensive care beds available,Type 1,1537
01/07/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,Paediatric intensive care beds available,Type 1,2484
01/07/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",Paediatric intensive care beds available,Type 1,1461
01/07/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",Paediatric intensive care beds available,Type 1,1844
01/07/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,Paediatric intensive care beds available,Type 1,623
01/07/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,Paediatric intensive care beds available,Type 1,2463
01/07/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,Paediatric intensive care beds available,Type 1,1400
01/07/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,Paediatric intensive care beds available,Type 1,854
01/07/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,Paediatric intensive care beds available,Type 1,959
01/07/2025,National,[z],[z],ENG,England,Paediatric intensive care beds available,All Type,367
01/07/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,Paediatric intensive care beds available,All Type,14
01/07/2025,Region,LONDON,[z],Y56,London,Paediatric intensive care beds available,All Type,136
01/07/2025,Region,MIDLANDS,[z],Y60,Midlands,Paediatric intensive care beds available,All Type,64
01/07/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,Paediatric intensive care beds available,All Type,50
01/07/2025,Region,NORTH WEST,[z],Y62,North West,Paediatric intensive care beds available,All Type,55
01/07/2025,Region,SOUTH EAST,[z],Y59,South East,Paediatric intensive care beds available,All Type,31
01/07/2025,Region,SOUTH WEST,[z],Y58,South West,Paediatric intensive care beds available,All Type,18
01/07/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",Paediatric intensive care beds available,All Type,1529
01/07/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,Paediatric intensive care beds available,All Type,2171
01/07/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,Paediatric intensive care beds available,All Type,1639
01/07/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,Paediatric intensive care beds available,All Type,1710
01/07/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,Paediatric intensive care beds available,All Type,1815
01/07/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,Paediatric intensive care beds available,All Type,1645
01/07/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,Paediatric intensive care beds available,All Type,2856
01/07/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,Paediatric intensive care beds available,All Type,2827
01/07/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,Paediatric intensive care beds available,All Type,3104
01/07/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,Paediatric intensive care beds available,All Type,3488
01/07/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,Paediatric intensive care beds available,All Type,2399
01/07/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,Paediatric intensive care beds available,All Type,2832
01/07/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,Paediatric intensive care beds available,All Type,2548
01/07/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,Paediatric intensive care beds available,All Type,1752
01/07/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,Paediatric intensive care beds available,All Type,1942
01/07/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,Paediatric intensive care beds available,All Type,1157
01/07/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",Paediatric intensive care beds available,All Type,1720
01/07/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,Paediatric intensive care beds available,All Type,974
01/07/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,Paediatric intensive care beds available,All Type,1208
01/07/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,Paediatric intensive care beds available,All Type,2338
01/07/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",Paediatric intensive care beds available,All Type,931
01/07/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,Paediatric intensive care beds available,All Type,1388
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,Paediatric intensive care beds available,All Type,2881
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,Paediatric intensive care beds available,All Type,6579
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,Paediatric intensive care beds available,All Type,3203
01/07/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,Paediatric intensive care beds available,All Type,4401
01/07/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,Paediatric intensive care beds available,All Type,5838
01/07/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,Paediatric intensive care beds available,All Type,5894
01/07/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,Paediatric intensive care beds available,All Type,2899
01/07/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Paediatric intensive care beds available,All Type,1988
01/07/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,Paediatric intensive care beds available,All Type,1208
01/07/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,Paediatric intensive care beds available,All Type,3176
01/07/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,Paediatric intensive care beds available,All Type,2809
01/07/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,Paediatric intensive care beds available,All Type,1537
01/07/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,Paediatric intensive care beds available,All Type,2484
01/07/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",Paediatric intensive care beds available,All Type,1461
01/07/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",Paediatric intensive care beds available,All Type,1844
01/07/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,Paediatric intensive care beds available,All Type,623
01/07/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,Paediatric intensive care beds available,All Type,2463
01/07/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,Paediatric intensive care beds available,All Type,1400
01/07/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,Paediatric intensive care beds available,All Type,854
01/07/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,Paediatric intensive care beds available,All Type,959
01/07/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,Bedfordshire Hospitals NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,Milton Keynes University Hospital NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGM,Royal Papworth Hospital NHS Foundation Trust,Paediatric intensive care beds available,Other,0
01/07/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,North West Anglia NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGT,Cambridge University Hospitals NHS Foundation Trust,Paediatric intensive care beds available,Type 1,14
01/07/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RQW,The Princess Alexandra Hospital NHS Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWH,East and North Hertfordshire NHS Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,Mid and South Essex NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RGP,James Paget University Hospitals NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RDE,East Suffolk and North Essex NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,West Suffolk NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAL,Royal Free London NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAN,Royal National Orthopaedic Hospital NHS Trust,Paediatric intensive care beds available,Other,6
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RKE,Whittington Health NHS Trust,Paediatric intensive care beds available,Type 1,1
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Paediatric intensive care beds available,Other,47
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP6,Moorfields Eye Hospital NHS Foundation Trust,Paediatric intensive care beds available,Other,0
01/07/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RRV,University College London Hospitals NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,Barts Health NHS Trust,Paediatric intensive care beds available,Type 1,5
01/07/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,Homerton Healthcare NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,R1K,London North West University Healthcare NHS Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RAS,The Hillingdon Hospitals NHS Foundation Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Paediatric intensive care beds available,Type 1,10
01/07/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RYJ,Imperial College Healthcare NHS Trust,Paediatric intensive care beds available,Type 1,13
01/07/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,Guy's and St Thomas' NHS Foundation Trust,Paediatric intensive care beds available,Type 1,23
01/07/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,Lewisham and Greenwich NHS Trust,Paediatric intensive care beds available,Type 1,0
01/07/2025,Provider,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,King's College Hospital NHS Foundation Trust,Paediatric intensive care beds available,Type 1,16
